,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Spending_Score_encoded
785,461615,male,No,33,Yes,Doctor,0.0,Low,2.0,0.0
786,461617,male,No,50,Yes,Artist,0.0,Low,2.0,0.0
787,461619,male,Yes,52,Yes,Executive,7.0,High,3.0,2.0
788,461624,female,Yes,39,Yes,Artist,0.0,Average,4.0,1.0
789,461626,male,Yes,73,Yes,Executive,0.0,High,2.0,2.0
790,461630,male,Yes,46,Yes,Artist,0.0,Average,3.0,1.0
791,461637,male,Yes,50,Yes,Artist,0.0,Low,2.0,0.0
792,461644,male,No,30,No,Healthcare,0.0,Low,6.0,0.0
793,461653,female,Yes,60,Yes,Doctor,0.0,Average,2.0,1.0
794,461655,female,Yes,39,Yes,Homemaker,9.0,Average,2.0,1.0
795,461658,female,Yes,59,Yes,Artist,1.0,Average,2.0,1.0
796,461659,female,Yes,51,Yes,Artist,0.0,Average,2.0,1.0
797,461661,female,Yes,40,Yes,Artist,5.0,Average,2.0,1.0
798,461663,male,No,23,No,Healthcare,1.0,Low,3.0,0.0
799,461668,male,Yes,53,Yes,Artist,4.0,Average,4.0,1.0
800,461671,male,No,32,No,Healthcare,7.0,Low,5.0,0.0
801,461674,male,Yes,52,Yes,Executive,0.0,High,4.0,2.0
802,461676,female,No,31,Yes,Engineer,0.0,Low,1.0,0.0
803,461679,male,No,30,Yes,Healthcare,3.0,Low,4.0,0.0
804,461681,male,No,25,Yes,Healthcare,8.0,Low,3.0,0.0
805,461683,male,Yes,40,Yes,Executive,1.0,High,4.0,2.0
806,461685,female,No,27,Yes,Healthcare,4.0,Low,4.0,0.0
807,461686,male,Yes,61,Yes,Artist,0.0,Low,2.0,0.0
808,461690,female,No,33,Yes,Engineer,1.0,Low,1.0,0.0
809,461694,male,No,28,Yes,Doctor,1.0,Low,4.0,0.0
810,461695,female,Yes,48,Yes,Artist,2.0,Average,2.0,1.0
811,461698,female,Yes,73,Yes,Artist,0.0,High,2.0,2.0
812,461701,male,Yes,36,No,Artist,0.0,Average,2.0,1.0
813,461705,female,No,32,No,Healthcare,0.0,Low,4.0,0.0
814,461708,male,Yes,82,Yes,Lawyer,0.0,High,2.0,2.0
815,461709,male,No,28,Yes,Artist,1.0,Low,3.0,0.0
816,461711,female,No,42,Yes,Artist,8.0,Low,3.0,0.0
817,461716,female,Yes,60,Yes,Lawyer,6.0,High,9.0,2.0
818,461720,female,No,46,Yes,Artist,1.0,Low,1.0,0.0
819,461722,male,No,31,Yes,Doctor,0.0,Low,3.0,0.0
820,461724,female,Yes,50,Yes,Artist,1.0,Low,1.0,0.0
821,461725,female,No,30,Yes,Engineer,3.0,Low,1.0,0.0
822,461727,female,No,49,Yes,Artist,1.0,Low,3.0,0.0
823,461737,female,Yes,51,Yes,Doctor,0.0,Average,6.0,1.0
824,461738,female,Yes,46,Yes,Artist,8.0,Average,3.0,1.0
825,461744,male,Yes,53,Yes,Artist,0.0,Average,4.0,1.0
826,461747,male,Yes,65,Yes,Artist,0.0,High,2.0,2.0
827,461749,female,No,22,No,Healthcare,0.0,Low,5.0,0.0
828,461752,male,Yes,65,Yes,Doctor,1.0,Average,3.0,1.0
829,461756,female,Yes,39,Yes,Engineer,0.0,Average,2.0,1.0
830,461760,male,Yes,84,Yes,Artist,0.0,High,2.0,2.0
831,461769,male,No,37,Yes,Artist,0.0,Low,1.0,0.0
832,461771,male,Yes,28,Yes,Doctor,8.0,Average,2.0,1.0
833,461775,female,Yes,82,Yes,Lawyer,0.0,High,2.0,2.0
834,461778,female,Yes,87,Yes,Lawyer,0.0,High,2.0,2.0
835,461780,female,No,69,Yes,Lawyer,1.0,Low,5.0,0.0
836,461782,female,Yes,51,Yes,Artist,8.0,High,5.0,2.0
837,461784,female,Yes,74,Yes,Lawyer,1.0,Low,1.0,0.0
838,461788,female,Yes,79,Yes,Lawyer,1.0,High,2.0,2.0
839,461791,female,No,21,Yes,Lawyer,9.0,Low,1.0,0.0
840,461792,female,No,20,No,Healthcare,5.0,Low,5.0,0.0
841,461800,female,No,43,Yes,Doctor,3.0,Low,1.0,0.0
842,461801,female,No,25,No,Healthcare,1.0,Low,3.0,0.0
843,461802,male,No,43,Yes,Artist,0.0,Low,4.0,0.0
844,461804,female,No,42,Yes,Artist,1.0,Low,1.0,0.0
845,461807,male,No,25,Yes,Doctor,10.0,Low,4.0,0.0
846,461815,male,Yes,59,Yes,Artist,0.0,Low,1.0,0.0
847,461816,female,No,49,Yes,Marketing,0.0,Low,5.0,0.0
848,461821,female,No,32,Yes,Doctor,1.0,Low,4.0,0.0
849,461822,male,Yes,36,Yes,Artist,8.0,High,2.0,2.0
850,461824,male,Yes,45,Yes,Marketing,9.0,Low,3.0,0.0
851,461832,male,No,29,Yes,Healthcare,1.0,Low,3.0,0.0
852,461837,male,Yes,37,Yes,Artist,0.0,Low,2.0,0.0
853,461845,female,Yes,48,Yes,Doctor,1.0,Average,4.0,1.0
854,461846,female,No,65,Yes,Artist,0.0,Low,2.0,0.0
855,461848,male,No,39,No,Marketing,1.0,Low,2.0,0.0
856,461858,male,No,25,No,Entertainment,1.0,Low,7.0,0.0
857,461859,female,Yes,49,No,Artist,5.0,Low,5.0,0.0
858,461860,female,Yes,77,Yes,Lawyer,1.0,High,2.0,2.0
859,461862,female,No,38,Yes,Artist,9.0,Low,1.0,0.0
860,461864,male,No,19,Yes,Marketing,0.0,Low,6.0,0.0
861,461872,female,Yes,76,Yes,Lawyer,1.0,High,2.0,2.0
862,461873,male,No,28,Yes,Doctor,0.0,Low,4.0,0.0
863,461874,male,Yes,51,Yes,Doctor,1.0,Average,3.0,1.0
864,461882,female,No,28,Yes,Doctor,0.0,Low,5.0,0.0
865,461892,female,No,42,Yes,Healthcare,0.0,Low,1.0,0.0
866,461896,male,Yes,45,Yes,Artist,1.0,Low,1.0,0.0
867,461898,male,Yes,63,Yes,Executive,6.0,High,3.0,2.0
868,461899,female,No,18,Yes,Doctor,0.0,Low,6.0,0.0
869,461901,male,No,26,Yes,Artist,7.0,Low,4.0,0.0
870,461910,male,Yes,31,Yes,Artist,0.0,Average,2.0,1.0
871,461913,male,No,43,Yes,Entertainment,5.0,Low,4.0,0.0
872,461914,female,Yes,60,Yes,Artist,7.0,Low,2.0,0.0
873,461921,female,No,36,Yes,Artist,0.0,Low,1.0,0.0
874,461927,male,No,32,No,Healthcare,1.0,Low,4.0,0.0
875,461928,male,Yes,68,Yes,Lawyer,3.0,Low,1.0,0.0
876,461929,male,Yes,60,Yes,Entertainment,1.0,Low,1.0,0.0
877,461930,female,No,42,Yes,Artist,0.0,Low,1.0,0.0
878,461931,female,No,18,No,Healthcare,6.0,Low,5.0,0.0
879,461936,male,Yes,69,Yes,Lawyer,0.0,High,2.0,2.0
880,461937,female,No,42,Yes,Doctor,0.0,Low,0.0,0.0
881,461941,female,Yes,70,Yes,Artist,1.0,Low,1.0,0.0
882,461943,male,No,25,Yes,Healthcare,1.0,Low,3.0,0.0
883,461962,male,Yes,56,Yes,Entertainment,1.0,Average,3.0,1.0
884,461963,female,No,40,Yes,Artist,9.0,Low,1.0,0.0
885,461965,male,No,23,No,Healthcare,1.0,Low,6.0,0.0
886,461967,female,No,20,No,Marketing,3.0,Low,4.0,0.0
887,461968,female,No,39,Yes,Entertainment,2.0,Low,1.0,0.0
888,461978,female,No,19,No,Healthcare,0.0,Low,4.0,0.0
889,461985,male,No,28,Yes,Entertainment,1.0,Low,3.0,0.0
890,461988,male,Yes,40,No,Engineer,1.0,Average,2.0,1.0
891,461989,female,Yes,60,Yes,Engineer,1.0,Average,4.0,1.0
892,461993,male,No,33,No,Healthcare,3.0,Low,4.0,0.0
893,461994,male,Yes,20,Yes,Doctor,14.0,Low,2.0,0.0
894,461996,female,No,35,No,Artist,7.0,Low,4.0,0.0
895,461999,male,No,27,Yes,Doctor,0.0,Low,5.0,0.0
896,462007,female,Yes,42,Yes,Artist,1.0,Average,2.0,1.0
897,462011,male,Yes,30,No,Marketing,0.0,Low,4.0,0.0
898,462013,female,Yes,56,Yes,Executive,0.0,Average,2.0,1.0
899,462015,male,Yes,28,Yes,Entertainment,0.0,Average,2.0,1.0
900,462016,female,Yes,38,Yes,Artist,6.0,Average,2.0,1.0
901,462017,male,No,26,Yes,Entertainment,9.0,Low,1.0,0.0
902,462027,male,No,36,No,Engineer,0.0,Low,1.0,0.0
903,462029,male,No,56,No,Entertainment,0.0,Low,1.0,0.0
904,462033,male,No,26,Yes,Entertainment,0.0,Low,1.0,0.0
905,462038,male,No,28,Yes,Artist,4.0,Low,4.0,0.0
906,462043,male,No,32,No,Healthcare,0.0,Low,5.0,0.0
907,462044,female,No,52,Yes,Artist,4.0,Low,1.0,0.0
908,462048,female,No,23,No,Healthcare,0.0,Low,4.0,0.0
909,462051,male,No,23,No,Healthcare,1.0,Low,5.0,0.0
910,462052,male,Yes,50,Yes,Artist,0.0,Low,2.0,0.0
911,462053,male,Yes,26,Yes,Artist,2.0,Low,2.0,0.0
912,462058,male,Yes,40,Yes,Entertainment,8.0,Low,2.0,0.0
913,462060,female,Yes,53,Yes,Artist,1.0,Average,2.0,1.0
914,462064,male,Yes,63,Yes,Artist,0.0,Average,3.0,1.0
915,462068,male,Yes,62,Yes,Executive,0.0,High,3.0,2.0
916,462075,female,No,38,Yes,Artist,1.0,Low,1.0,0.0
917,462078,female,Yes,57,No,Artist,1.0,Average,2.0,1.0
918,462080,female,No,43,Yes,Artist,9.0,Low,1.0,0.0
919,462081,male,No,21,No,Marketing,1.0,Low,3.0,0.0
920,462083,male,No,22,No,Healthcare,0.0,Low,5.0,0.0
921,462084,male,Yes,68,Yes,Artist,1.0,Low,1.0,0.0
922,462085,female,No,28,Yes,Healthcare,0.0,Low,1.0,0.0
923,462088,male,Yes,33,Yes,Artist,0.0,Average,2.0,1.0
924,462090,female,No,38,Yes,Artist,8.0,Low,1.0,0.0
925,462091,male,No,23,No,Healthcare,0.0,Low,5.0,0.0
926,462094,female,No,41,Yes,Healthcare,6.0,Low,1.0,0.0
927,462096,female,No,41,Yes,Homemaker,2.0,Low,1.0,0.0
928,462102,female,No,39,Yes,Doctor,4.0,Low,1.0,0.0
929,462103,female,Yes,49,No,Entertainment,9.0,High,2.0,2.0
930,462108,female,Yes,33,Yes,Homemaker,6.0,Average,2.0,1.0
931,462109,male,Yes,79,Yes,Lawyer,0.0,Low,1.0,0.0
932,462111,male,Yes,38,Yes,Artist,6.0,Average,4.0,1.0
933,462114,male,No,21,No,Healthcare,1.0,Low,4.0,0.0
934,462116,female,Yes,68,Yes,Doctor,0.0,Average,2.0,1.0
935,462118,male,No,31,Yes,Artist,0.0,Low,3.0,0.0
936,462120,male,Yes,46,No,Artist,1.0,Low,3.0,0.0
937,462128,male,Yes,35,Yes,Artist,9.0,Average,2.0,1.0
938,462131,female,No,42,Yes,Artist,8.0,Low,3.0,0.0
939,462134,male,Yes,87,Yes,Lawyer,0.0,Low,1.0,0.0
940,462141,female,No,38,Yes,Artist,8.0,Low,1.0,0.0
941,462149,female,Yes,88,Yes,Lawyer,2.0,High,1.0,2.0
942,462151,female,No,42,Yes,Artist,9.0,Low,1.0,0.0
943,462163,female,Yes,26,Yes,Artist,4.0,Average,2.0,1.0
944,462168,male,Yes,35,Yes,Executive,0.0,High,3.0,2.0
945,462171,female,Yes,41,No,Engineer,3.0,High,2.0,2.0
946,462172,male,Yes,37,Yes,Doctor,1.0,Average,2.0,1.0
947,462174,female,Yes,41,Yes,Engineer,8.0,Average,4.0,1.0
948,462177,male,No,35,Yes,Artist,6.0,Low,5.0,0.0
949,462179,female,No,33,Yes,Marketing,0.0,Low,9.0,0.0
950,462180,female,Yes,61,Yes,Engineer,2.0,Average,4.0,1.0
951,462186,female,No,19,Yes,Doctor,1.0,Low,3.0,0.0
952,462187,female,No,50,Yes,Artist,4.0,Low,1.0,0.0
953,462188,female,Yes,48,No,Engineer,0.0,Average,4.0,1.0
954,462196,male,Yes,57,No,Marketing,1.0,Average,3.0,1.0
955,462197,female,Yes,72,No,Engineer,1.0,Average,3.0,1.0
956,462198,female,No,39,No,Engineer,4.0,Low,2.0,0.0
957,462200,female,Yes,49,Yes,Doctor,0.0,Low,3.0,0.0
958,462202,female,No,41,Yes,Entertainment,0.0,Low,4.0,0.0
959,462203,male,Yes,65,No,Executive,2.0,High,7.0,2.0
960,462204,female,No,22,No,Marketing,0.0,Low,3.0,0.0
961,462205,female,No,23,No,Healthcare,0.0,Low,4.0,0.0
962,462209,female,Yes,41,No,Artist,0.0,Low,1.0,0.0
963,462210,female,Yes,42,Yes,Engineer,0.0,Low,3.0,0.0
964,462211,male,No,18,No,Healthcare,0.0,Low,3.0,0.0
965,462214,male,Yes,49,Yes,Doctor,1.0,Low,2.0,0.0
966,462216,female,Yes,40,Yes,Doctor,0.0,Low,2.0,0.0
967,462218,male,Yes,50,No,Executive,1.0,Average,5.0,1.0
968,462220,female,No,19,No,Healthcare,6.0,Low,3.0,0.0
969,462222,male,No,22,No,Healthcare,0.0,Low,6.0,0.0
970,462229,male,No,23,No,Homemaker,1.0,Low,8.0,0.0
971,462231,male,No,27,Yes,Artist,4.0,Low,6.0,0.0
972,462232,male,Yes,55,No,Executive,0.0,High,8.0,2.0
973,462234,male,Yes,32,No,Artist,1.0,Average,6.0,1.0
974,462238,male,Yes,57,No,Entertainment,0.0,Low,2.0,0.0
975,462240,male,Yes,80,Yes,Lawyer,0.0,High,2.0,2.0
976,462243,male,Yes,43,No,Executive,0.0,Low,4.0,0.0
977,462246,female,Yes,79,Yes,Lawyer,1.0,High,2.0,2.0
978,462249,male,No,25,No,Entertainment,1.0,Low,3.0,0.0
979,462256,female,Yes,58,Yes,Homemaker,0.0,Average,4.0,1.0
980,462257,female,Yes,78,Yes,Lawyer,3.0,High,2.0,2.0
981,462260,male,Yes,76,Yes,Lawyer,1.0,Low,2.0,0.0
982,462262,male,No,27,No,Healthcare,1.0,Low,3.0,0.0
983,462274,male,Yes,47,Yes,Artist,1.0,Average,3.0,1.0
984,462275,male,Yes,43,Yes,Artist,1.0,Average,2.0,1.0
985,462278,male,No,31,Yes,Healthcare,1.0,Low,4.0,0.0
986,462279,male,No,27,No,Healthcare,0.0,Low,7.0,0.0
987,462280,male,No,31,Yes,Healthcare,0.0,Low,4.0,0.0
988,462281,male,Yes,46,Yes,Artist,1.0,Low,2.0,0.0
989,462284,male,Yes,48,Yes,Executive,1.0,Average,4.0,1.0
990,462285,male,Yes,51,Yes,Doctor,1.0,Low,2.0,0.0
991,462286,male,Yes,57,Yes,Doctor,0.0,Average,2.0,1.0
992,462290,female,No,30,Yes,Doctor,0.0,Low,1.0,0.0
993,462291,female,No,37,Yes,Marketing,1.0,Low,3.0,0.0
994,462297,female,No,31,Yes,Artist,14.0,Low,2.0,0.0
995,462300,male,Yes,49,Yes,Artist,1.0,Average,3.0,1.0
996,462304,male,Yes,56,Yes,Artist,1.0,Low,4.0,0.0
997,462306,male,Yes,83,Yes,Lawyer,8.0,High,2.0,2.0
998,462309,male,No,32,Yes,Healthcare,3.0,Low,1.0,0.0
999,462310,male,Yes,63,Yes,Artist,5.0,Average,4.0,1.0
1000,462323,female,Yes,71,Yes,Doctor,1.0,Average,2.0,1.0
1001,462336,male,Yes,50,No,Artist,0.0,Low,4.0,0.0
1002,462339,male,No,31,Yes,Artist,4.0,Low,5.0,0.0
1003,462340,male,Yes,60,No,Entertainment,0.0,Average,6.0,1.0
1004,462342,female,Yes,71,Yes,Lawyer,8.0,High,2.0,2.0
1005,462345,male,Yes,49,Yes,Doctor,0.0,Average,6.0,1.0
1006,462346,male,Yes,74,Yes,Lawyer,9.0,Low,1.0,0.0
1007,462349,male,Yes,51,Yes,Artist,1.0,Average,6.0,1.0
1008,462355,male,Yes,61,No,Entertainment,0.0,Low,1.0,0.0
1009,462356,male,No,46,Yes,Engineer,0.0,Low,3.0,0.0
1010,462358,male,Yes,39,Yes,Doctor,2.0,Average,2.0,1.0
1011,462365,male,Yes,85,Yes,Lawyer,1.0,High,2.0,2.0
1012,462368,female,Yes,31,Yes,Artist,1.0,Average,2.0,1.0
1013,462370,male,Yes,39,Yes,Executive,4.0,High,3.0,2.0
1014,462381,female,Yes,48,Yes,Doctor,1.0,High,2.0,2.0
1015,462382,male,Yes,71,Yes,Lawyer,0.0,High,2.0,2.0
1016,462384,female,No,31,Yes,Healthcare,3.0,Low,1.0,0.0
1017,462386,female,No,32,Yes,Healthcare,0.0,Low,5.0,0.0
1018,462389,female,Yes,55,No,Engineer,0.0,Low,1.0,0.0
1019,462395,male,Yes,46,Yes,Artist,0.0,High,2.0,2.0
1020,462396,male,Yes,53,Yes,Doctor,2.0,Average,2.0,1.0
1021,462397,male,Yes,50,Yes,Artist,0.0,Average,4.0,1.0
1022,462400,male,No,45,Yes,Artist,1.0,Low,1.0,0.0
1023,462401,male,Yes,33,No,Executive,1.0,Average,2.0,1.0
1024,462409,female,Yes,29,No,Engineer,5.0,Low,2.0,0.0
1025,462411,male,No,35,Yes,Artist,8.0,Low,1.0,0.0
1026,462415,male,No,25,Yes,Doctor,1.0,Low,1.0,0.0
1027,462420,male,No,26,Yes,Healthcare,0.0,Low,3.0,0.0
1028,462421,male,No,48,Yes,Artist,1.0,Low,2.0,0.0
1029,462423,male,Yes,66,Yes,Lawyer,0.0,High,3.0,2.0
1030,462424,female,Yes,38,No,Artist,0.0,Low,3.0,0.0
1031,462428,male,Yes,65,Yes,Entertainment,2.0,Average,3.0,1.0
1032,462429,male,Yes,87,Yes,Lawyer,1.0,Low,1.0,0.0
1033,462445,male,No,20,No,Healthcare,1.0,Low,3.0,0.0
1034,462446,male,No,19,No,Healthcare,0.0,Low,4.0,0.0
1035,462447,male,No,22,No,Healthcare,9.0,Low,4.0,0.0
1036,462450,male,No,18,No,Healthcare,0.0,Low,0.0,0.0
1037,462451,male,No,18,No,Marketing,1.0,Low,9.0,0.0
1038,462452,male,No,19,No,Healthcare,0.0,Low,1.0,0.0
1039,462454,male,No,19,No,Healthcare,1.0,Low,3.0,0.0
1040,462456,male,No,22,No,Healthcare,0.0,Low,8.0,0.0
1041,462457,male,No,31,No,Healthcare,4.0,Low,4.0,0.0
1042,462463,male,Yes,63,No,Artist,0.0,Average,2.0,1.0
1043,462472,male,No,43,Yes,Artist,1.0,Low,1.0,0.0
1044,462473,male,No,73,No,Engineer,0.0,Low,3.0,0.0
1045,462485,female,Yes,39,No,Engineer,0.0,Low,2.0,0.0
1046,462488,male,No,31,Yes,Healthcare,1.0,Low,5.0,0.0
1047,462491,male,No,31,Yes,Artist,0.0,Low,5.0,0.0
1048,462492,male,Yes,43,No,Artist,0.0,Average,4.0,1.0
1049,462496,male,Yes,52,No,Artist,0.0,Average,3.0,1.0
1050,462498,female,Yes,63,Yes,Doctor,0.0,Average,3.0,1.0
1051,462503,male,Yes,51,Yes,Executive,1.0,High,4.0,2.0
1052,462508,male,Yes,35,Yes,Healthcare,1.0,Low,7.0,0.0
1053,462512,female,Yes,32,No,Entertainment,0.0,Average,2.0,1.0
1054,462517,female,Yes,39,Yes,Homemaker,9.0,High,4.0,2.0
1055,462518,female,No,25,No,Healthcare,1.0,Low,6.0,0.0
1056,462519,male,No,20,No,Healthcare,0.0,Low,5.0,0.0
1057,462521,female,No,33,No,Homemaker,9.0,Low,1.0,0.0
1058,462522,male,Yes,36,No,Executive,0.0,Average,5.0,1.0
1059,462524,female,Yes,35,Yes,Doctor,4.0,Low,2.0,0.0
1060,462525,female,Yes,42,Yes,Artist,1.0,Average,2.0,1.0
1061,462526,female,Yes,52,Yes,Artist,2.0,Average,5.0,1.0
1062,462529,female,Yes,42,Yes,Engineer,1.0,Low,2.0,0.0
1063,462531,female,Yes,57,No,Homemaker,1.0,High,2.0,2.0
1064,462533,female,No,30,Yes,Entertainment,1.0,Low,3.0,0.0
1065,462538,female,Yes,73,Yes,Lawyer,1.0,High,2.0,2.0
1066,462541,male,Yes,66,Yes,Engineer,3.0,High,2.0,2.0
1067,462542,female,Yes,62,Yes,Artist,9.0,Average,5.0,1.0
1068,462543,female,Yes,36,Yes,Artist,4.0,Low,1.0,0.0
1069,462545,male,No,33,No,Engineer,0.0,Low,3.0,0.0
1070,462554,male,No,28,No,Healthcare,0.0,Low,8.0,0.0
1071,462561,female,Yes,48,Yes,Artist,3.0,Average,2.0,1.0
1072,462563,female,Yes,53,Yes,Artist,1.0,Average,2.0,1.0
1073,462566,female,Yes,27,Yes,Doctor,1.0,Low,4.0,0.0
1074,462577,female,Yes,71,No,Marketing,0.0,High,2.0,2.0
1075,462578,male,Yes,35,Yes,Artist,9.0,Average,2.0,1.0
1076,462580,female,No,41,Yes,Artist,0.0,Low,1.0,0.0
1077,462584,female,Yes,39,No,Entertainment,0.0,Low,4.0,0.0
1078,462587,female,Yes,79,Yes,Lawyer,1.0,High,2.0,2.0
1079,462589,female,No,29,No,Engineer,9.0,Low,8.0,0.0
1080,462595,female,No,33,Yes,Artist,7.0,Low,7.0,0.0
1081,462596,female,No,31,No,Healthcare,0.0,Low,4.0,0.0
1082,462600,male,Yes,25,No,Engineer,4.0,Average,3.0,1.0
1083,462607,female,Yes,43,No,Engineer,2.0,Average,3.0,1.0
1084,462609,female,Yes,52,Yes,Doctor,4.0,Low,1.0,0.0
1085,462611,male,Yes,41,No,Executive,0.0,High,7.0,2.0
1086,462612,female,Yes,27,Yes,Doctor,5.0,High,6.0,2.0
1087,462613,female,Yes,39,No,Engineer,1.0,Average,5.0,1.0
1088,462615,male,No,32,Yes,Doctor,3.0,Low,7.0,0.0
1089,462617,male,No,19,No,Healthcare,1.0,Low,5.0,0.0
1090,462619,male,No,58,No,no,1.0,High,0.0,2.0
1091,462625,male,No,30,Yes,Artist,1.0,Low,3.0,0.0
1092,462626,female,No,31,Yes,Engineer,0.0,Low,6.0,0.0
1093,462632,female,Yes,43,No,Engineer,2.0,Average,4.0,1.0
1094,462637,female,Yes,63,No,Marketing,3.0,Average,6.0,1.0
1095,462643,female,Yes,37,Yes,Engineer,2.0,Average,3.0,1.0
1096,462654,male,Yes,37,No,Artist,0.0,Average,6.0,1.0
1097,462658,female,Yes,31,Yes,Homemaker,9.0,Average,2.0,1.0
1098,462668,female,No,38,Yes,Artist,4.0,Low,1.0,0.0
1099,462669,female,Yes,41,Yes,Entertainment,1.0,High,6.0,2.0
1100,462678,female,Yes,45,Yes,Artist,3.0,Average,3.0,1.0
1101,462680,male,Yes,35,Yes,Doctor,2.0,Average,4.0,1.0
1102,462683,female,Yes,43,No,Engineer,1.0,Low,5.0,0.0
1103,462685,female,No,33,No,Healthcare,1.0,Low,3.0,0.0
1104,462687,male,No,26,No,Homemaker,14.0,Low,3.0,0.0
1105,462692,female,Yes,39,No,Artist,8.0,Average,2.0,1.0
1106,462696,male,Yes,49,No,Artist,1.0,High,2.0,2.0
1107,462697,male,Yes,47,No,Artist,0.0,Average,2.0,1.0
1108,462702,male,Yes,53,No,Entertainment,1.0,Average,4.0,1.0
1109,462704,male,Yes,52,Yes,Executive,5.0,High,5.0,2.0
1110,462705,female,Yes,66,Yes,Lawyer,0.0,Average,2.0,1.0
1111,462716,male,No,26,No,Entertainment,6.0,Low,2.0,0.0
1112,462720,male,Yes,38,Yes,Marketing,2.0,Low,5.0,0.0
1113,462722,female,No,25,No,Homemaker,4.0,Low,4.0,0.0
1114,462723,female,Yes,53,No,Artist,8.0,Average,2.0,1.0
1115,462727,female,Yes,87,Yes,Lawyer,0.0,High,2.0,2.0
1116,462729,male,No,28,No,Healthcare,1.0,Low,2.0,0.0
1117,462731,female,Yes,37,Yes,Artist,7.0,High,3.0,2.0
1118,462732,female,Yes,42,Yes,Artist,0.0,Low,1.0,0.0
1119,462735,female,Yes,25,No,Artist,1.0,Average,2.0,1.0
1120,462736,female,Yes,33,No,Engineer,6.0,Low,3.0,0.0
1121,462738,female,No,33,Yes,Healthcare,1.0,Low,3.0,0.0
1122,462739,male,Yes,46,Yes,Artist,1.0,Low,2.0,0.0
1123,462743,male,No,33,No,Healthcare,2.0,Low,4.0,0.0
1124,462746,male,No,26,No,Entertainment,1.0,Low,3.0,0.0
1125,462747,male,No,32,Yes,Doctor,6.0,Low,4.0,0.0
1126,462752,female,No,25,No,Healthcare,0.0,Low,1.0,0.0
1127,462755,female,No,18,No,Healthcare,1.0,Low,1.0,0.0
1128,462756,female,No,22,No,Engineer,0.0,Low,4.0,0.0
1129,462761,male,No,19,No,Healthcare,2.0,Low,4.0,0.0
1130,462762,male,Yes,46,Yes,Artist,0.0,High,4.0,2.0
1131,462767,male,No,19,No,Healthcare,4.0,Low,4.0,0.0
1132,462768,male,Yes,45,Yes,Artist,0.0,Average,3.0,1.0
1133,462776,female,Yes,52,Yes,Engineer,1.0,Average,3.0,1.0
1134,462785,female,Yes,42,Yes,Engineer,3.0,Average,5.0,1.0
1135,462788,male,Yes,47,No,Entertainment,1.0,Average,3.0,1.0
1136,462792,male,Yes,45,No,Homemaker,0.0,Average,4.0,1.0
1137,462799,male,No,32,No,Healthcare,5.0,Low,2.0,0.0
1138,462804,male,Yes,41,No,Executive,5.0,High,3.0,2.0
1139,462807,female,No,28,Yes,Homemaker,4.0,Low,1.0,0.0
1140,462810,male,Yes,37,No,Executive,9.0,High,4.0,2.0
1141,462814,female,Yes,20,No,Engineer,8.0,Average,2.0,1.0
1142,462817,female,Yes,73,Yes,Lawyer,3.0,Low,1.0,0.0
1143,462819,male,Yes,51,Yes,Artist,0.0,Average,3.0,1.0
1144,462823,male,Yes,18,Yes,Engineer,4.0,Average,4.0,1.0
1145,462824,male,Yes,42,No,Engineer,1.0,Average,3.0,1.0
1146,462826,male,No,20,No,Healthcare,1.0,Low,3.0,0.0
1147,462827,female,No,23,Yes,Doctor,0.0,Low,3.0,0.0
1148,462834,male,Yes,31,Yes,Homemaker,2.0,Low,2.0,0.0
1149,462838,female,Yes,33,Yes,Homemaker,1.0,Low,3.0,0.0
1150,462841,male,No,21,No,Healthcare,9.0,Low,6.0,0.0
1151,462845,male,Yes,51,Yes,Doctor,5.0,Average,7.0,1.0
1152,462849,male,Yes,47,Yes,Artist,0.0,Average,4.0,1.0
1153,462850,male,No,20,No,Healthcare,0.0,Low,4.0,0.0
1154,462853,male,No,21,No,Healthcare,0.0,Low,2.0,0.0
1155,462854,male,No,22,No,Healthcare,1.0,Low,3.0,0.0
1156,462858,female,No,32,Yes,Engineer,9.0,Low,4.0,0.0
1157,462861,female,No,30,Yes,Healthcare,8.0,Low,1.0,0.0
1158,462866,male,Yes,61,Yes,Doctor,1.0,Low,1.0,0.0
1159,462868,male,Yes,43,No,Entertainment,0.0,Average,4.0,1.0
1160,462869,male,No,25,Yes,Doctor,8.0,Low,1.0,0.0
1161,462871,male,Yes,46,No,Entertainment,0.0,Average,3.0,1.0
1162,462872,female,Yes,53,No,Engineer,12.0,Low,2.0,0.0
1163,462874,male,Yes,55,Yes,Doctor,0.0,High,2.0,2.0
1164,462887,female,Yes,42,No,Engineer,0.0,Low,3.0,0.0
1165,462890,female,No,26,Yes,Marketing,11.0,Low,1.0,0.0
1166,462891,male,No,29,No,Healthcare,0.0,Low,3.0,0.0
1167,462894,male,Yes,39,Yes,Artist,4.0,Average,4.0,1.0
1168,462900,male,Yes,38,Yes,Artist,1.0,Average,3.0,1.0
1169,462903,male,Yes,69,Yes,Entertainment,0.0,Average,2.0,1.0
1170,462905,female,No,25,No,Artist,6.0,Low,3.0,0.0
1171,462914,female,No,26,Yes,Artist,4.0,Low,4.0,0.0
1172,462920,male,Yes,51,No,Executive,0.0,High,5.0,2.0
1173,462923,male,Yes,30,No,Homemaker,8.0,Average,2.0,1.0
1174,462925,female,Yes,28,No,Homemaker,1.0,Average,2.0,1.0
